SEQ_ORDER_NO,CUST_NO,STORE_NO,ORDER_NO,ORDER_DATE,START_DATE,CANCEL_DATE,BOOK_DATE,CUST_DEPT,REGION,DC_NO,DIV_NO,BOOK_SEASON,SHIP_VIA_NO,PRIORITY,TERM_NO,DISC_CODE,FACTOR_NO,FACTOR_APPR_NO,SMAN1_NO,SMAN2_NO,SMAN3_NO,SMAN1_COMM,SMAN2_COMM,SMAN3_COMM,USER_REF1,USER_REF2,BACK_ORDER,MASTER_INVOICE,REORDER,TAG,ORDER_ALIAS,CURRENCY,EXCHANGE_RATE,USER_REF3,USER_REF4,USER_REF5,DEF_WHOUSE,SH_RULE,FIRST_COST_RULE,PRICE_LIST_ID,PROMO_CODE,ORDER_TYPE,ORDER_HOLD,EVENT_DATE,SALES_TAX1,SALES_TAX2,SALES_TAX1L,TAX_AUTH,STNAME,STADDR_1,STADDR_2,STCITY,STSTATE,POSTAL,COUNTRY,TEL,E_MAIL,TAX_EXEMPT
,BEALLSOUTL,995,1857601,3/31/2026,6/1/2026,6/5/2026,3/31/2026,498,,,X,,,,X6,,,,,,,,,,1857601,ROG NET 60,,Y,,,,,,parsed,,,PE,,,,,,,,,,,,,,,,,,,,,
