Style,Clr,Style Descr,Clr Desc,Clr Abbr,Nrf Color,Sku,Sku Descr,Scale,Scale Abbr,Scale Pack Qty,Sku Ref1,Sku Ref2,Sku Ref3,Sku Ref4,Sku Ref5,Sku Season,Sku Active,Sold Out,Primary Color,Contrast Color,Accent Color,Other Color,Div,Grp,Body,Status,Season,Delivery,Master Style,Country,Duty Category,Duty Descr,Duty Type,Class,Vendor,Manf,Design Ref,Cloth Ref,Customer,Controller,Style Alias,Comm,Royalty Code,Royalty Code 2,Royalty Code 3,Invoice Descr,French Descr,Weight,Volume,Price,Pr High,Price C,Price D,Price E,Price F,Pr Low,Std Cost,Gp Value,Gp Pct,Markup Pct,Retail,Tax Category,Tax Category Descr,Type,Wash No,Ppk,Expires,Royalty Cost,Pack Qty,Wh,Freight Class,Nmfc Descr,Nmfc No,Nmfc Class,Product Type,Product Type Descr,Product Gender,Product Gender Descr,Style User1,Style User2,Style User3,Style User4,Style User5,Style Ref6,Style Ref7,Style Ref8,Style Ref9,Style Ref10,Style Ref11,Style Ref12,Style Ref13,Style Ref14,Style Ref15,Style Ref16,Style Ref17,Style Ref18,Style Ref19,Style Ref20,Sales Descr,Style Descr2,Project Id,Sales Comm Rate,Sales Comm For,Sales Price Comm1,Comm Rate1,Sales Price Comm2,Comm Rate2,Sales Price Comm3,Comm Rate3,Sales Price Comm4,Comm Rate4,Sales Price Comm5,Comm Rate5,Sales Price Comm6,Comm Rate6,Sales Price Comm7,Comm Rate7,Sales Price Comm8,Comm Rate8,Sales Price Comm9,Comm Rate9,Sales Price Comm10,Comm Rate10,Care Code
LG0014-XO-26,077,XO 3 PCS 8 WHEELS BLACK LUGGAGES,BROWN,BRN,200,LG0014-XO-26077,XO 3 PCS 8 WHEELS BLACK LUGGAGES,lg,20..32,3,,,,,,S24,Y,N,,,,,LG,XO,,CUT,S24,,LG0014,,,,,TRVL,FLYONE,,,,ROSSSTORES,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,95,0,0,0,0,0,0,24.3333,70.6667,74.4,290.4,,,,,,P,,0,3,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,BROWN HANDLE BROWN BODY,,,,,,,,,,,,,,,,,,,,,,,,
LG0014-XO-3,006,XO 8 WHEELS BLACK LUGGAGES,BROWN,BRN,200,LG0014-XO-3 006,XO 8 WHEELS BLACK LUGGAGES,PC,PC,1,,,,,,H24,Y,N,,,,,LG,XO,,CUT,H24,,LG0014,,,,,TRVL,FLYONE,,,,ROSSSTORES,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,24.3333,0,0,0,0,0,0,24.3333,0,0,0,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 32,,,,,,,,,,,,,,,,,,,,,,,,
LG0015-XO,RSA,XO 3 PCS 8 WHEELS BLACK LUGGAGES,ROSE GOLD A RUN,RSA,228,LG0015-XO   RSA,XO 3 PCS 8 WHEELS BLACK LUGGAGES,PC,PC,1,,,,,,H24,Y,N,,,,,LG,XO,,CUT,H24,,LG0015,,,,,TRVL,FLYONE,,,,STOCK,ABBY,,1400,,,,XO 3 PCS 8 WHEELS BL,,0,0,95,0,0,0,0,0,0,62,33,34.7,53.2,0,,,,,K,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,ROSE GOLD HANDEL ROSE GOLD BODY,,,,,,,,,,,,,,,,,,,,,,,,
LG0015-XO-1,003,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,BLACK,BLK,001,LG0015-XO-1 003,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,PC,PC,1,,,,,,H24,Y,N,,,,,LG,XO,,CUT,H24,,LG0015,,,,,TRVL,FLYONE,,,,STOCK,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,21.7666,0,0,0,0,0,0,13,8.7666,40.3,67.4,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 20,,,,,,,,,,,,,,,,,,,,,,,,
LG0015-XO-1,092,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,ROSEGOLD,RSGLD,228,LG0015-XO-1 092,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,PC,PC,1,,,,,,H24,Y,N,,,,,LG,XO,,CUT,H24,,LG0015,,,,,TRVL,FLYONE,,,,STOCK,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,21.7666,0,0,0,0,0,0,13,8.7666,40.3,67.4,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 20,,,,,,,,,,,,,,,,,,,,,,,,
LG0015-XO-13,003,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,BLACK,BLK,001,LG0015-XO-13003,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,PC,PC,1,,,,,,S25,Y,N,,,,,LG,XO,,LINE,S25,,LG0015,,,,,TRVL,FLYONE,,,,APPAREL,ABBY,,1400,,,,XO 8 WHEELS BLACK &,,0,0,39,0,0,0,0,0,0,39,0,0,0,75,,,,,K,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SET (SIZES: 20"", 24"", 28""),,,,,,,,,,,,,,,,,,,,,,,,
LG0015-XO-13,092,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,ROSEGOLD,RSGLD,228,LG0015-XO-13092,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,PC,PC,1,,,,,,S25,Y,N,,,,,LG,XO,,LINE,S25,,LG0015,,,,,TRVL,FLYONE,,,,APPAREL,ABBY,,1400,,,,XO 8 WHEELS BLACK &,,0,0,39,0,0,0,0,0,0,39,0,0,0,75,,,,,K,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SET (SIZES: 20"", 24"", 28""),,,,,,,,,,,,,,,,,,,,,,,,
LG0015-XO-2,003,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,BLACK,BLK,001,LG0015-XO-2 003,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,PC,PC,1,,,,,,H24,Y,N,,,,,LG,XO,,CUT,H24,,LG0015,,,,,TRVL,FLYONE,,,,STOCK,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,21.7666,0,0,0,0,0,0,13,8.7666,40.3,67.4,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 24"" & 28"",,,,,,,,,,,,,,,,,,,,,,,,
LG0015-XO-2,092,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,ROSEGOLD,RSGLD,228,LG0015-XO-2 092,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,PC,PC,1,,,,,,H24,Y,N,,,,,LG,XO,,CUT,H24,,LG0015,,,,,TRVL,FLYONE,,,,STOCK,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,21.7666,0,0,0,0,0,0,13,8.7666,40.3,67.4,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 24"" & 28"",,,,,,,,,,,,,,,,,,,,,,,,
LG0015-XO-26,092,XO 3 PCS 8 WHEELS BLACK LUGGAGES,ROSEGOLD,RSGLD,228,LG0015-XO-26092,XO 3 PCS 8 WHEELS BLACK LUGGAGES,lu,20..32,3,,,,,,S24,Y,N,,,,,LG,XO,,CUT,S24,,LG0015,,,,,TRVL,FLYONE,,,,ROSSSTORES,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,95,0,0,0,0,0,0,21.7666,73.2334,77.1,336.4,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,ROSE GOLD HANDEL ROSE GOLD BODY,,,,,,,,,,,,,,,,,,,,,,,,
LG0015-XO-26,RSA,XO 3 PCS 8 WHEELS BLACK LUGGAGES,ROSEGOLD,RSGLD,228,LG0015-XO-26RSA,XO 3 PCS 8 WHEELS BLACK LUGGAGES,lg,20..32,3,,,,,,S24,Y,N,,,,,LG,XO,,CUT,S24,,LG0015,,,,,TRVL,FLYONE,,,,ROSSSTORES,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,95,0,0,0,0,0,0,21.7666,73.2334,77.1,336.4,,,,,,P,,0,3,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,ROSE GOLD HANDEL ROSE GOLD BODY,,,,,,,,,,,,,,,,,,,,,,,,
LG0015-XO-3,003,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,BLACK,BLK,001,LG0015-XO-3 003,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,PC,PC,1,,,,,,H24,Y,N,,,,,LG,XO,,CUT,H24,,LG0015,,,,,TRVL,FLYONE,,,,STOCK,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,21.7666,0,0,0,0,0,0,13,8.7666,40.3,67.4,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 28"" & 32"",,,,,,,,,,,,,,,,,,,,,,,,
LG0015-XO-3,092,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,ROSEGOLD,RSGLD,228,LG0015-XO-3 092,XO 8 WHEELS BLACK & ROSEGOLD LUGGAGES,PC,PC,1,,,,,,H24,Y,N,,,,,LG,XO,,CUT,H24,,LG0015,,,,,TRVL,FLYONE,,,,STOCK,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,21.7666,0,0,0,0,0,0,13,8.7666,40.3,67.4,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 28"" & 32"",,,,,,,,,,,,,,,,,,,,,,,,
LG0015-XO-42,RSA,XO 3 PCS 8 WHEELS BLACK LUGGAGES,ROSE GOLD A RUN,RSA,228,LG0015-XO-42RSA,XO 3 PCS 8 WHEELS BLACK LUGGAGES,PC,PC,1,,,,,,H24,Y,N,,,,,LG,XO,,CUT,H24,,LG0015,,,,,TRVL,FLYONE,,,,STOCK,ABBY,,1400,,,,XO 3 PCS 8 WHEELS BL,,0,0,62,0,0,0,0,0,0,62,0,0,0,0,,,,,K,,0,1,PE,,,,,,,,,N/A,N/A,N/A,XOXO,COLLECTION,,,,,,,,,,,,,,,,,ROSE GOLD HANDEL ROSE GOLD BODY,,,,,,,,,,,,,,,,,,,,,,,,
LG0016-WM-26,001,WM 3 PCS 8 WHEELS BLACK LUGGAGES,WHITE,WHT,100,LG0016-WM-26001,WM 3 PCS 8 WHEELS BLACK LUGGAGES,lu,20..32,3,,,,,,S24,Y,N,,,,,LG,XO,,CUT,S24,,LG0016,,,,,TRVL,HOPE-U,,,,ROSSSTORES,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,92.5,0,0,0,0,0,0,21.6666,70.8334,76.6,326.9,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,BLACK HANDEL WHITE BODY,,,,,,,,,,,,,,,,,,,,,,,,
LG0016-WM-26,W2A,WM 3 PCS 8 WHEELS BLACK LUGGAGES,WHITE,WHT,100,LG0016-WM-26W2A,WM 3 PCS 8 WHEELS BLACK LUGGAGES,lg,20..32,3,,,,,,S24,Y,N,,,,,LG,XO,,CUT,S24,,LG0016,,,,,TRVL,HOPE-U,,,,ROSSSTORES,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,92.5,0,0,0,0,0,0,21.6666,70.8334,76.6,326.9,,,,,,P,,0,3,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,BLACK HANDEL WHITE BODY,,,,,,,,,,,,,,,,,,,,,,,,
LG0017-WM,876,WM 3-PC 8-WHEEL CREAM LG ROSS SOLD IN EACHES,CREAM,CRM,110,LG0017-WM   876,WM 3-PC 8-WHEEL CREAM LG ROSS SOLD IN EACHES,PC,PC,1,,,,,,H24,N,N,,,,,LG,WM,,CUT,H24,,LG0017,,,,,TRVL,HOPE-U,,,,ROSSSTORES,ABBY,,1400,,,,WM 3 PCS 8 WHEELS CR,,0,0,30.8333,0,0,0,0,0,0,22.62,8.2133,26.6,36.3,0,,,,,K,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SET (SIZES: 20, 28, 32),,,,,,,,,,,,,,,,,,,,,,,,
LG0017-WM-1,876,WM 8 WHEELS CREAM LUGGAGE 20"",CREAM,CRM,110,LG0017-WM-1 876,WM 8 WHEELS CREAM LUGGAGE 20"",PC,PC,1,,,,,,H24,Y,N,,,,,LG,WM,,CUT,H24,,LG0017,,,,,TRVL,HOPE-U,,,,ROSSSTORES,KATIE,,1400,,,,8 WHEEL CREAM LG 20"",,0,0,25,0,0,0,0,0,0,22.6233,2.3767,9.5,10.5,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE: 20,,,,,,,,,,,,,,,,,,,,,,,,
LG0017-WM-2,876,WM 8 WHEEL CREAM LUGGAGE 28"",CREAM,CRM,110,LG0017-WM-2 876,WM 8 WHEEL CREAM LUGGAGE 28"",PC,PC,1,,,,,,H24,Y,N,,,,,LG,WM,,CUT,H24,,LG0017,,,,,TRVL,HOPE-U,,,,ROSSSTORES,KATIE,,1400,,,,8 WHEELS CREAM 28"",,0,0,30,0,0,0,0,0,0,22.6233,7.3767,24.6,32.6,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE: 28,,,,,,,,,,,,,,,,,,,,,,,,
LG0017-WM-26,876,WM 3 PCS 8 WHEELS CREAM LUGGAGES,CREAM,CRM,110,LG0017-WM-26876,WM 3 PCS 8 WHEELS CREAM LUGGAGES,lu,20..32,3,,,,,,S24,Y,N,,,,,LG,WM,,CUT,S24,,LG0017,,,,,TRVL,HOPE-U,,,,ROSSSTORES,KATIE,,1400,,,,3 PCS 8 WHEELS CREAM,,0,0,95,0,0,0,0,0,0,22,73,76.8,331.8,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0017-WM-26,CRA,WM 3 PCS 8 WHEELS CREAM LUGGAGES,CREAM,CRM,110,LG0017-WM-26CRA,WM 3 PCS 8 WHEELS CREAM LUGGAGES,lg,20..32,3,,,,,,S24,Y,N,,,,,LG,WM,,CUT,S24,,LG0017,,,,,TRVL,HOPE-U,,,,ROSSSTORES,KATIE,,1400,,,,3 PCS 8 WHEELS CREAM,,0,0,95,0,0,0,0,0,0,22,73,76.8,331.8,,,,,,P,,0,3,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0017-WM-3,876,WM 8 WHEEL CREAM LUGGAGE 32"",CREAM,CRM,110,LG0017-WM-3 876,WM 8 WHEEL CREAM LUGGAGE 32"",PC,PC,1,,,,,,H24,Y,N,,,,,LG,WM,,CUT,H24,,LG0017,,,,,TRVL,HOPE-U,,,,ROSSSTORES,KATIE,,1400,,,,8 WHEEL CREAM LG 32"",,0,0,40,0,0,0,0,0,0,22.6233,17.3767,43.4,76.8,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE: 32,,,,,,,,,,,,,,,,,,,,,,,,
LG0017-WM-42,295,WM 3 PCS 8 WHEELS CREAM LUGGAGE,CREAM/BLACK,CRMBL,985,LG0017-WM-42295,WM 3 PCS 8 WHEELS CREAM LUGGAGE,PC,PC,1,,,,,,H24,N,N,,,,,LG,WM,,CUT,H24,,LG0017,,,,,TRVL,HOPE-U,,,,STOCK,ABBY,,1400,,,,WM 3 PCS 8 WHEELS CR,,0,0,92.5,0,0,0,0,0,0,67.87,24.63,26.6,36.3,0,,,,,K,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,COLLECTION,,,,,,,,,,,,,,,,,SET (SIZES: 20, 28, 32),,,,,,,,,,,,,,,,,,,,,,,,
LG0017-WM-42,876,WM 3 PCS 8 WHEELS CREAM LUGGAGE,CREAM,CRM,110,LG0017-WM-42876,WM 3 PCS 8 WHEELS CREAM LUGGAGE,PC,PC,1,,,,,,H24,Y,N,,,,,LG,WM,,CUT,H24,,LG0017,,,,,TRVL,HOPE-U,,,,STOCK,ABBY,,1400,,,,WM 3 PCS 8 WHEELS CR,,0,0,92.5,0,0,0,0,0,0,67.87,24.63,26.6,36.3,0,,,,,K,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,COLLECTION,,,,,,,,,,,,,,,,,SET (SIZES: 20, 28, 32),,,,,,,,,,,,,,,,,,,,,,,,
LG0017WM42,876,WM 3 PCS 8 WHEELS CREAM LUGGAGES,CREAM,CRM,110,LG0017WM42  876,WM 3 PCS 8 WHEELS CREAM LUGGAGES,lu,20..32,3,,,,,,S25,Y,N,,,,,LG,WM,,CUT,S25,,LG0017,,,,,TRVL,HOPE-U,,,,BURLINGTON,KATIE,,1400,,,,3 PCS 8 WHEELS CREAM,,0,.039,29.25,0,0,0,0,0,0,26.43,2.82,9.6,10.7,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,WM,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0017WM42,CRA,WM 3 PCS 8 WHEELS CREAM LUGGAGES,CREAM,CRM,110,LG0017WM42  CRA,WM 3 PCS 8 WHEELS CREAM LUGGAGES,lg,20..32,3,,,,,,S25,Y,N,,,,,LG,WM,,CUT,S25,,LG0017,,,,,TRVL,HOPE-U,,,,BURLINGTON,KATIE,,1400,,,,3 PCS 8 WHEELS CREAM,,0,.039,29.25,0,0,0,0,0,0,26.43,2.82,9.6,10.7,,,,,,P,,0,1,PE,,,,,,,,,N/A,N/A,N/A,WM,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0018-WM-26,HG1,WM 3 PCS 8 WHEELS BLACK LUGGAGES,HUNTER GREEN,HG1,307,LG0018-WM-26HG1,WM 3 PCS 8 WHEELS BLACK LUGGAGES,lu,20..32,3,,,,,,S24,Y,N,,,,,LG,XO,,CUT,S24,,LG0018,,,,,TRVL,HOPE-U,,,,ROSSSTORES,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,92.5,0,0,0,0,0,0,22,70.5,76.2,320.5,,,,,,S,,0,1,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,CAMO HANDLE HUNTER GREEN BODY,,,,,,,,,,,,,,,,,,,,,,,,
LG0018-WM-26,HG2,WM 3 PCS 8 WHEELS BLACK LUGGAGES,HUNTER GREEN,HG1,307,LG0018-WM-26HG2,WM 3 PCS 8 WHEELS BLACK LUGGAGES,lg,20..32,3,,,,,,S24,Y,N,,,,,LG,XO,,CUT,S24,,LG0018,,,,,TRVL,HOPE-U,,,,ROSSSTORES,KATIE,,1400,,,,3 PCS 8 WHEELS BLACK,,0,0,92.5,0,0,0,0,0,0,22,70.5,76.2,320.5,,,,,,P,,0,3,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,CAMO HANDLE HUNTER GREEN BODY,,,,,,,,,,,,,,,,,,,,,,,,
LG0019-EH-09,G01,EH 8 WHEELS BLK/MULTI(PRT.) SOFT LUGGAGES,BLK/MULTI(PRT.),BLMUL,003,LG0019-EH-09G01,EH 8 WHEELS BLK/MULTI(PRT.) SOFT LUGGAGES,PC,PC,1,,,,,,S25,N,N,,,,,LG,EH,,LINE,S25,,LG0019-EH,,,,,TRVL,HOPE-U,,,,BURLINGTON,KATIE,,1400,,,,EH 8 WHEELS BLK/MULT,,0,0,68,0,0,0,0,0,0,0,68,100,,0,,,,,K,,0,0,RS,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 20 IN, 28 IN, 32 IN,,,,,,,,,,,,,,,,,,,,,,,,
LG0019-EH-1,G01,EH 8 WHEELS BLACK / PRINTED SOFTSHELL LUGGAGE,BLK/MULTI(PRT.),BLMUL,003,LG0019-EH-1 G01,EH 8 WHEELS BLACK / PRINTED SOFTSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0019,,,,,TRVL,HOPE-U,,,,STOCK,BELEN,,1400,,,,EH 8 WHEELS BLACK LG,,0,0,33.3333,0,0,0,0,0,0,26.0666,7.2667,21.8,27.9,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,POLYESTER,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 20,,,,,,,,,,,,,,,,,,,,,,,,
LG0019-EH-2,G01,EH 8 WHEELS BLACK / PRINTED SOFTSHELL LUGGAGE,BLK/MULTI(PRT.),BLMUL,003,LG0019-EH-2 G01,EH 8 WHEELS BLACK / PRINTED SOFTSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0019,,,,,TRVL,HOPE-U,,,,STOCK,BELEN,,1400,,,,EH 8 WHEELS BLACK LG,,0,0,33.3333,0,0,0,0,0,0,26.0666,7.2667,21.8,27.9,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,POLYESTER,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 28,,,,,,,,,,,,,,,,,,,,,,,,
LG0019-EH-3,G01,EH 8 WHEELS BLACK / PRINTED SOFTSHELL LUGGAGE,BLK/MULTI(PRT.),BLMUL,003,LG0019-EH-3 G01,EH 8 WHEELS BLACK / PRINTED SOFTSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0019,,,,,TRVL,HOPE-U,,,,STOCK,BELEN,,1400,,,,EH 8 WHEELS BLACK LG,,0,0,33.3333,0,0,0,0,0,0,26.0666,7.2667,21.8,27.9,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,POLYESTER,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 32,,,,,,,,,,,,,,,,,,,,,,,,
LG0019-EH-42,G01,EH 8 WHEELS BLACK / PRINTED SOFTSHELL LUGGAGE,BLK/MULTI(PRT.),BLMUL,003,LG0019-EH-42G01,EH 8 WHEELS BLACK / PRINTED SOFTSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0019,,,,,TRVL,HOPE-U,,,,BURLINGTON,BELEN,,1400,,,,EH 8 WHEELS BLACK LG,,0,0,87,0,0,0,0,0,0,61.95,25.05,28.8,40.4,0,,,,,K,,0,0,PE,,,,,,,,,N/A,N/A,POLYESTER,N/A,N/A,,,,,,,,,,,,,,,,,SET (SIZES: 20, 28, 32),,,,,,,,,,,,,,,,,,,,,,,,
LG0019EH42,BIA,EH 8 WHEELS BLACK / PRINTED SOFTSHELL LUGGAGE,BLK/MULTI(PRT.),BLMUL,,LG0019EH42  BIA,EH 8 WHEELS BLACK / PRINTED SOFTSHELL LUGGAGE,lg,20..32,3,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0019,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,1400,,,,EH 8 WHEELS BLACK /,,0,0,29,0,0,0,0,0,0,22.6166,6.3834,22,28.2,0,,,,,P,,0,3,PE,,,,,,,,,N/A,N/A,PVC,N/A,N/A,,,,,,,,,,,,,,,,,SET (SIZES: 20, 28, 32),,,,,,,,,,,,,,,,,,,,,,,,
LG0019EH42,G01,EH 8 WHEELS BLACK / PRINTED SOFTSHELL LUGGAGE,BLK/MULTI(PRT.),BLMUL,003,LG0019EH42  G01,EH 8 WHEELS BLACK / PRINTED SOFTSHELL LUGGAGE,lu,20..32,3,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0019,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,1400,,,,EH 8 WHEELS BLACK /,,0,0,29,0,0,0,0,0,0,22.6166,6.3834,22,28.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,PVC,N/A,N/A,,,,,,,,,,,,,,,,,SET (SIZES: 20, 28, 32),,,,,,,,,,,,,,,,,,,,,,,,
LG0020-EH-1,271,EH 8 WHEELS BLACK / GREY SOFTSHELL LUGGAGE,BLACK/GREY,BLKGY,993,LG0020-EH-1 271,EH 8 WHEELS BLACK / GREY SOFTSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,EH,,LINE,S25,,LG0020,,,,,TRVL,HOPE-U,,,,BURLINGTON,BELEN,,1400,,,,EH 8 WHEELS BLACK LG,,0,0,20.65,0,0,0,0,0,0,19.6666,.9834,4.8,5,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,POLYESTER,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 20,,,,,,,,,,,,,,,,,,,,,,,,
LG0020-EH-2,271,EH 8 WHEELS BLACK / GREY SOFTSHELL LUGGAGE,BLACK/GREY,BLKGY,993,LG0020-EH-2 271,EH 8 WHEELS BLACK / GREY SOFTSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,EH,,LINE,S25,,LG0020,,,,,TRVL,HOPE-U,,,,BURLINGTON,BELEN,,1400,,,,EH 8 WHEELS BLACK LG,,0,0,20.65,0,0,0,0,0,0,19.6666,.9834,4.8,5,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,POLYESTER,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 28,,,,,,,,,,,,,,,,,,,,,,,,
LG0020-EH-3,271,EH 8 WHEELS BLACK / GREY SOFTSHELL LUGGAGE,BLACK/GREY,BLKGY,993,LG0020-EH-3 271,EH 8 WHEELS BLACK / GREY SOFTSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,EH,,LINE,S25,,LG0020,,,,,TRVL,HOPE-U,,,,BURLINGTON,BELEN,,1400,,,,EH 8 WHEELS BLACK LG,,0,0,20.65,0,0,0,0,0,0,19.6666,.9834,4.8,5,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,POLYESTER,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 32,,,,,,,,,,,,,,,,,,,,,,,,
LG0020-EH-42,003,EH 8 WHEELS BLACK / GREY SOFTSHELL LUGGAGE,BLACK,BLK,001,LG0020-EH-42003,EH 8 WHEELS BLACK / GREY SOFTSHELL LUGGAGE,PC,PC,1,,,,,,S25,N,N,,,,,LG,EH,,CUT,S25,,LG0020,,,,,TRVL,HOPE-U,,,,BURLINGTON,BELEN,,1400,,,,EH 8 WHEELS BLACK LG,,0,0,87,0,0,0,0,0,0,61.95,25.05,28.8,40.4,0,,,,,K,,0,0,PE,,,,,,,,,N/A,N/A,POLYESTER,N/A,N/A,,,,,,,,,,,,,,,,,SET (SIZES: 20, 28, 32),,,,,,,,,,,,,,,,,,,,,,,,
